account,artist,song_name,song_rank
黑色,Shivaree,Goodnight Moon,0
黑色,Sid,Wild World,0
黑色,Peerless 2x2,Canon (Over a Basso Ostinato),0
黑色,Paul Mauriat,Elise,0
黑色,Paul Mauriat,The Bird Of Wounds,0
黑色,Paul Mauriat,Windy,0
黑色,Paul Mauriat,Une Petite Cantate,0
黑色,James Last,Biscaya,0
黑色,Hans Zimmer,Thelma & Louise / End Credits,0
黑色,Paul Mauriat,Les Parpluies De Cherbourg,0
黑色,Paul Mauriat,Pardonne Moi Ce Caprice D'Enfant,0
黑色,Paul Mauriat,Love Story,0
黑色,Paul Mauriat,My Sweet Lord,0
黑色,Paul Mauriat,Anonimo Veneziano,0
米愛,郑秀文,Flames upon my shoulders (英) ,5
chromail,龙宽九段,没有人会像我一样,0
chromail,龙宽九段,我听这种音乐的时候最爱你,0
chromail,袁咏仪,没什么,0
chromail,关之琳,相约到永久,0
chromail,王祖贤,与世隔绝,0
chromail,王祖贤,爱上你就失去你,0
chromail,王祖贤,你是雾我是酒馆,0
chromail,王祖贤,小倩,0
chromail,Schnuffel,Schnuffels Weihnachtslied,0
chromail,后海大鲨鱼,Man On The Moon,0
chromail,蔡卓妍,二缺一,0
chromail,竹川美子,浪花恋人情,0
chromail,あがた森魚,蒲田行進曲'74,0
chromail,关正杰,东方之珠,0
chromail,黄耀明,不了情,0
chromail,Woodkid,Iron,0
chromail,黄耀明,太平山下 (Full Version),0
chromail,Dusty Springfield,Spooky,0
chromail,日本群星,浦島太郎,0
chromail,日本群星,桃太郎,0
chromail,日本群星,鳩,0
chromail,日本群星,ことりのうた,0
chromail,日本群星,かたつむり,0
chromail,日本群星,案山子,0
chromail,日本群星,おはなしゆびさん,0
米愛,郑秀文,Flames upon my shoulders (英) ,5
wcg,Guns N' Roses,Sorry,4
wcg,Within Temptation,See Who I Am,4
wcg,Within Temptation,A Dangerous Mind,4
wcg,Within Temptation,Memories,4
wcg,Theatre of Tragedy,Storm,4
wcg,Theatre of Tragedy,...A Distance There Is...,4
wcg,Epica,"Cry for the Moon (The Embrace That Smothers, Pt. 4)",4
wcg,Epica,Feint,4
wcg,H.I.M,Gone With The Sin,0
wcg,Epica,"Another Me ""In Lack'ech""",0
wcg,Dreamtale,Lady Of A Thousand Lakes,0
wcg,Dreamtale,World`s Child,0
wcg,Epica,Living a lie,0
wcg,Epica,Feint ,0
wcg,H.I.M,The Sacrament,0
wcg,Theatre of Tragedy,Virago,0
wcg,Dreamtale,Intro: The Dawn,0
wcg,Stratovarius,Forever,0
wcg,Wildpath,Shadows Dance,0
wcg,Mantus,Keine Liebe,0
wcg,陈奕迅,十年,0
wcg,任贤齐,兄弟,0
wcg,许慧欣,七月七日晴,0
wcg,Lacrimosa,Durch Nacht & Flut [Single Version],0
melee,Aerosmith,Dream On (Live),4
melee,张惠妹,我最亲爱的,4
melee,Andy Williams,(Where Do I Begin) Love Story,4
melee,动力火车,摇篮曲,5
melee,Johnny Cash,Hurt,5
melee,AC/DC,Hells Bells,5
melee,Michael Bublé,Home,5
melee,Hans Zimmer,Time,5
melee,Hans Zimmer,A Dark Knight,5
学佛证心常乐,黑鸭子,爱满人间,0
L'amour,Queen,I Was Born to Love You,0
L'amour,Leonard Cohen,I'm Your Man,4
L'amour,Adele,Make You Feel My Love,0
L'amour,Adele,Chasing Pavements,0
L'amour, Slash ,Gotten ,5
L'amour,Stereophonics,Daisy Lane,5
L'amour,Muse,Muscle Museum,4
L'amour,Muse,Unintended,5
L'amour,Muse,Muscle Museum (US Mix),5
L'amour,Muse,Feeling Good,4
L'amour,Muse,Time Is Running Out,5
L'amour,Andy Tubman,Quiet Inside,3
L'amour,Pink Floyd,Comfortably Numb,5
L'amour,陈奕迅,等你爱我,3
L'amour,Radiohead,Creep,5
L'amour,Pink Floyd,Hey You,5
L'amour,Pink Floyd,Wish You Were Here,5
L'amour,Guns N' Roses,Don't Cry (Original Version),5
L'amour,Damien Rice,The Blower's Daughter,4
L'amour,Connie Talbot,I Will Always Love You,3
L'amour,郭静,在树上唱歌,3
L'amour,倪安东,藏起来 ,3
L'amour,林宥嘉,残酷月光,3
L'amour,Lou Reed,Perfect Day,3
L'amour,Arch Enemy,Michael Amott Solo (Live),3
takk...,卢冠廷,一生所爱,0
takk...,Eels,Selective Memory,0
takk...,Explosions In The Sky,Your Hand In Mine,0
takk...,Nirvana,Where Did You Sleep Last Night? (Live),0
takk...,Beyond,海阔天空,0
takk...,Radiohead,Wish You Were Here,0
takk...,Nick Drake,River Man,0
takk...,Beyond,遥望,0
takk...,Spiritualized,Freedom,0
takk...,Siouxsie and the Banshees,Face to Face ,0
takk...,Explosions In The Sky,First Breath After Coma,0
takk...,Blur,Coffee & TV,0
takk...,Blur,Sweet Song,0
takk...,Pink Floyd,Wish You Were Here,0
takk...,Red Hot Chili Peppers,Snow ((Hey Oh)),0
takk...,Ef,Bells Bleed & Bloom,0
takk...,Explosions In The Sky,"So Long, Lonesome",0
takk...,Agnes Obel,Riverside,0
takk...,Godspeed You! Black Emperor,Sleep: Murray Ostril (They Don't Sleep Anymore on the Beach); Monheim;,0
takk...,The Smashing Pumpkins,1979,0
takk...,For a Minor Reflection,"Reistu þig við, sólin er komin á loft...",0
takk...,Sunlight Ascending,Old Friends Part Ways,0
takk...,Emir Kusturica & The No Smoking Orchestra,Moldavian Song,0
takk...,Django Reinhardt & Stephane Grappelli,Tears,0
takk...,Joan Baez,Diamonds & Rust,0
爱篮球的老师,逃跑计划,夜空中最亮的星,0
爱篮球的老师,孙燕姿,天使的指纹,0
爱篮球的老师,Glen Hansard,Falling Slowly,0
爱篮球的老师,Alyssa Reid,Last Chance,0
爱篮球的老师,Idina Menzel,Let It Go,0
爱篮球的老师,Avril Lavigne,Let Me Go,0
爱篮球的老师,Alyssa Reid,Radio Silence,0
爱篮球的老师,Sixpence None the Richer,Breathe,0
爱篮球的老师,Kristina Maria,Understatement,0
uu,南无,80后,4
takk...,Goran Bregovic,Talijanska [L'Italienne],0
takk...,低苦艾,兰州 兰州,0
takk...,罗大佑,恋曲1990,0
takk...,左小祖咒,当我离开你的时候,0
takk...,King Crimson,Peace-A Beginning,0
takk...,Zbigniew Preisner,Les Marionnettes,0
takk...,Joe Dassin,Les Champs-elysees,0
takk...,Joe Dassin,Et Si Tu N'existais Pas,0
takk...,Eleni Karaindrou,To Vals Tou Gamou,0
takk...,Devics,If You Forget Me...,0
takk...,The Beatles,In My Life,0
takk...,Lynyrd Skynyrd,Free Bird,0
takk...,Caetano Veloso,Summertime,0
takk...,Sonic Youth,Pink Steam,0
takk...,Sonic Youth,Teen Age Riot,0
takk...,Echo & the Bunnymen,Rust,0
takk...,Caetano Veloso,Cucurrucucu Paloma,0
takk...,Brad Mehldau,Day Is Done,0
takk...,Edith Piaf,La Vie En Rose,0
takk...,Chris Isaak,Wicked Game,0
takk...,The Weepies,Nobody Knows Me At All,0
takk...,Mojave 3,When You're Drifting,0
takk...,The Smiths,There Is a Light That Never Goes Out,0
takk...,Current 93,A Sad Sadness Song,0
takk...,Belle and Sebastian,Read The Blessed Pages,0
takk...,Belle and Sebastian,Fuck This Shit,0
takk...,Damien Jurado,Museum Of Flight,0
takk...,Serge Gainsbourg,La Chanson de Prévert,0
takk...,Tom Waits,Alice,0
takk...,The Velvet Underground,Some Kinda Love,0
takk...,The Velvet Underground,Ride Into The Sun,0
takk...,The Velvet Underground,Candy Says,0
takk...,The Velvet Underground,Stephanie Says,0
takk...,Luis Enrique Bacalov,The Grand Duel (Parte Prima),0
takk...,The Beatles,Blackbird,0
takk...,Kings of Convenience,Cayman Islands,0
takk...,John Tesh,Arabesque,0
foiy,陈绮贞,(失明前)我想记得的四十七件事,0
foiy,张震岳,路口,0
foiy,徐洁儿,我可以忍受,0
foiy,Mercury Rev,Goddess On A Highway,0
foiy,林宥嘉,自然醒,0
foiy,萧潇,想忘了,0
foiy,孙燕姿,克卜勒,0
foiy,G.E.M.邓紫棋,寂寞星球的小玫瑰,0
foiy,林俊杰,她说,0
foiy,方大同,三人游,0
foiy,蔡健雅,越来越不懂 (Demo),0
foiy,阿肆,预谋邂逅,0
foiy,王力宏,两个人不等于我们,0
foiy,元若蓝,半情歌,0
foiy,应嘉俐,那又如何,0
foiy,梁静茹,接受,0
foiy,眼球先生,这个世界 (乐活吉他版),0
foiy,Carrie Newcomer,I Believe,0
foiy,曹方,夏末的萨克斯手,0
foiy,Shania Twain,You've Got a Way,0
foiy,陈绮贞,鱼,0
foiy,Sinéad O'Connor,A Perfect Indian,0
foiy,袁惟仁,想念,0
foiy,黄淑惠,轻而易举,0
foiy,黄淑惠,迟早,0
jiajia,Silje Nergaard,Dream a Little Dream of Me,0
jiajia,Clazziquai,Tell Yourself,0
jiajia,Günther,Like Fire Tonight,0
jiajia,森英治,Por Una Cabeza,0
jiajia,Adele,Skyfall,0
jiajia,Kenny G,Ritmo y Romance,0
jiajia,Lisa Ekdahl,Vem Vet,0
jiajia,Ray Charles,Sorry Seems to Be the Hardest Word,0
jiajia,Olivia Ong,Love Fool,0
jiajia,Dave Koz,Love Changes Everything,0
jiajia,mink,Let’s start from here(original)  ,0
jiajia,Rumer,Am I Forgiven?,0
jiajia,DJ Vital Force,Ayur - I Miss You,0
jiajia,Pink Martini,Sympathique,0
jiajia,Morcheeba,Wonders Never Cease,0
jiajia,The Hampdens,Forget To Begin,0
jiajia,Linda Sundblad,Oh Father,0
jiajia,偷喜办,To My Son's Father,0
jiajia,Madonna,4 Minutes ,0
jiajia,Madonna,Celebration,0
jiajia,Don Omar,Danza Kuduro (feat. Lucenzo),0
jiajia,Kelly Clarkson,What Doesn't Kill You (Stronger),0
jiajia,Coldplay,Viva la Vida,0
jiajia,Trouble Maker,Trouble Maker,0
jiajia,Far East Movement,Like A G6,0
石头,齐秦,夜夜夜夜,0
栗子,The Vaccines,Post Break-Up Sex,0
栗子,The Vaccines,A Lack of Understanding,0
栗子,Craig David,Don't Love You No More (I'm Sorry),0
栗子,椎名林檎,警告,0
栗子,椎名林檎,翳りゆく部屋,5
栗子,Citizen Cope,Penitentiary  ,0
栗子,Radiohead,Creep,5
栗子,The Beatles,I Will,5
栗子,Cocteau Twins,Rilkean Heart,4
栗子,東京事変,母国情緒（feelings for my motherland） ,5
栗子,東京事変,ブラックアウト（Black Out） ,5
栗子,椎名林檎,余興(仮) [新曲],3
栗子,James Wendt,So much more to say,5
栗子,Salyu,Apple Pie,5
栗子,Salyu,HALFWAY,5
栗子,日本群星,Kindly,5
栗子,Violent Femmes,Blister in the Sun,4
栗子,John Lennon,Imagine ,4
栗子,John Mayer,The Heart of Life,4
栗子,Jason Mraz,Clockwatching,4
栗子,Boys Like Girls,The Great Escape,4
栗子,Boys Like Girls,Thunder,5
栗子,John Mayer,Dreaming with a Broken Heart,4
栗子,東京事変,化粧直し（Powder up my mind） ,5
takk...,卢冠廷,一生所爱,0
takk...,Eels,Selective Memory,0
takk...,Explosions In The Sky,Your Hand In Mine,0
takk...,Nirvana,Where Did You Sleep Last Night? (Live),0
takk...,Beyond,海阔天空,0
takk...,Radiohead,Wish You Were Here,0
takk...,Nick Drake,River Man,0
takk...,Beyond,遥望,0
takk...,Spiritualized,Freedom,0
takk...,Siouxsie and the Banshees,Face to Face ,0
takk...,Explosions In The Sky,First Breath After Coma,0
takk...,Blur,Coffee & TV,0
takk...,Blur,Sweet Song,0
takk...,Pink Floyd,Wish You Were Here,0
takk...,Red Hot Chili Peppers,Snow ((Hey Oh)),0
takk...,Ef,Bells Bleed & Bloom,0
takk...,Explosions In The Sky,"So Long, Lonesome",0
takk...,Agnes Obel,Riverside,0
takk...,Godspeed You! Black Emperor,Sleep: Murray Ostril (They Don't Sleep Anymore on the Beach); Monheim;,0
takk...,The Smashing Pumpkins,1979,0
takk...,For a Minor Reflection,"Reistu þig við, sólin er komin á loft...",0
takk...,Sunlight Ascending,Old Friends Part Ways,0
takk...,Emir Kusturica & The No Smoking Orchestra,Moldavian Song,0
takk...,Django Reinhardt & Stephane Grappelli,Tears,0
takk...,Joan Baez,Diamonds & Rust,0
samson,Blondie,Maria,0
samson,My Dying Bride,My Wine in Silence,0
samson,Heaven Shall Burn,Endzeit,0
samson,Children of Bodom,Everytime I Die,0
samson,Arch Enemy,Nemesis,0
samson,In Flames,Only for the Weak,0
samson,Sodom,Agent Orange,0
samson,Sepultura,Roots Bloody Roots,0
samson,Death,Without Judgement,0
samson,Amon Amarth,The Pursuit of Vikings,0
sunboat,逃跑计划,夜空中最亮的星,0
samson,Amon Amarth,The Pursuit of Vikings,0
samson,Arch Enemy,Nemesis,0
samson,In Flames,Only for the Weak,0
samson,Sodom,Agent Orange,0
samson,Sepultura,Roots Bloody Roots,0
samson,Death,Without Judgement,0
湖湖湖,Gui Boratto,Take My Breath Away,0
湖湖湖,New Order,All the Way,0
湖湖湖,Christian Löffler,A Forest,0
湖湖湖,Christian Löffler,Blind,0
湖湖湖,Christian Löffler,Signals,0
湖湖湖,Christian Löffler,Eleven feat Mohna,0
湖湖湖,N-Qia,two dreamers,0
湖湖湖,Depeche Mode,Strangelove,0
湖湖湖,Depeche Mode,Enjoy The Silence,0
湖湖湖,Depeche Mode,Everything Counts,0
湖湖湖,Depeche Mode,Just Can't Get Enough,0
湖湖湖,Depeche Mode,Personal Jesus,0
湖湖湖,The Last Sigh Of The Wind,Thunder In Everyone Of Us,0
湖湖湖,The Cars,My Best Friend's Girl,0
湖湖湖,The Cars,Drive,0
湖湖湖,DMX,Get It on the Floor,0
湖湖湖,Bob Marley & The Wailers,"No Woman, No Cry (Live)",0
湖湖湖,Pink Floyd,Wish You Were Here,0
湖湖湖,Placebo,Fuck U,0
湖湖湖,Clint Mansell,Summer: Summer Overture,0
湖湖湖,Justice,Tthhee Ppaarrttyy,0
湖湖湖,Justice,D.A.N.C.E.,0
湖湖湖,a-ha,Take on Me,0
湖湖湖,DJ Shadow,Organ Donor,0
湖湖湖,Grasscut,Pieces,0
小山八,Suede,Beautiful Ones,0
小山八,GALA,骊歌,0
小山八,Eleni Mandell,It Wasn't the Time (It Was the Color),0
小山八,Metallica,Fade to Black,3
不记流年,罗大佑,童年 (Piano Live Version) ,4
不记流年,孙燕姿,开始懂了,4
不记流年,周杰伦,半岛铁盒,4
不记流年,李玖哲,想太多,5
不记流年,Yiruma,Kiss The Rain,5
不记流年,水木年华,青春正传,4
不记流年,张国荣,千千阕歌,5
不记流年,M2M,Pretty Boy,5
不记流年,莫文蔚,盛夏的果实,5
不记流年,陈光荣,我在那一角落患过伤风 (小说音乐),5
伤心的人,Michael Jackson,Beat It,5
xiaoyang,Игорь Крутой,Sad Angel ,3
cm_厘米,박명수,바보에게… 바보가,4
cm_厘米,f(x),Electric Shock,5
cm_厘米,스윗 콧소로우(Sweet co Sorrow),정주나요 (정준하 & 스윗소로우),4
cm_厘米,리쌍,행복을 찾아서,0
cm_厘米,K.Will,눈물이 뚝뚝,0
石头,汪峰,春天里,5
石头,许巍,一天,4
冯睿,动力火车,你是我的眼,0
冯睿,动力火车,那就这样吧,0
冯睿,动力火车,忠孝东路走九遍,0
冯睿,陈百强,一生何求,0
冯睿,Matthew Lien,布列瑟农 ,0
冯睿,陈奕迅,好久不见,0
冯睿,Asher Book , Try,0
冯睿,Dala,Father,5
冯睿,Dido,Christmas Day,5
小巨头,Black Box Recorder,Girl Singing in the Wreckage,0
小巨头,SoKo,Shitty day,0
小巨头,Hey Monday,I Don’t Wanna Dance,0
小巨头,Cash Cash,Sugar Rush,0
小巨头,Amanda Perez,Candy Kisses,0
小巨头,Meiko,Piano Song ,0
小巨头,Lovestoned,Bye Bye Bye,0
小巨头,土岐麻子,Takin' It Slow,0
小巨头,小野リサ,Cachito,0
小巨头,Emma Bunton,Take Me to Another Town,0
小巨头,Cocoon,Chupee,0
小巨头,Springloll,Falling In Love,0
小巨头,Gwen Stefani,Harajuku Girls,0
石头,汪峰,春天里,5
Simon,杨培安,我相信,0
Simon,小贱,当我唱起这首歌,0
Simon,Escala,Requiem For A Tower,0
Simon,任贤齐,永不退缩,0
Simon,Phil Collins,Another Day In Paradise,0
Simon,Celine Roscheck,Tango Bello,0
Simon,梁静茹,属于,0
Simon,齐秦,原来的我,0
Simon,Declan Galbraith,Twinkle Twinkle Little Star (Declan's Prayer),0
Simon,James Morrison,Man In the Mirror (Acoustic Version),0
Simon,林志颖,爸爸去哪儿,0
Simon,Jewel,Twinkle Twinkle Little Star,0
Simon,张惠妹,我最亲爱的,0
Simon,Allan Taylor,Some Dreams,0
Simon,Diana Boncheva,Purple Passion,0
Simon,五月天,咸鱼,0
Simon,Jason Mraz,The World As I See It,0
Simon,张惠妹,哭砂,0
Simon,Lily Allen,Friday Night,0
Simon,五月天,伤心的人别听慢歌 (贯彻快乐),0
Simon,张惠妹,剪爱,0
Simon,张惠妹,趁早,0
Simon,Jason Mraz,I'm Yours (Album Version),0
Simon,Rachael Yamagata,Be Be Your Love,0
Simon,王菲,怀念,0
黑豆腐,Craig David,Don't Love You No More (I'm Sorry),3
黑豆腐,五月天,突然好想你,3
黑豆腐,Bruno Mars,Just the Way You Are,3
黑豆腐,The Fray,Never Say Never  ,3
黑豆腐,Britney Spears,Everytime,3
黑豆腐,A-Lin,分手需要练习的,3
心殇,AGTM 木吉他俱乐部,天空之城,0
心殇,Babyface,With Him,0
心殇,郭静,总算我们也爱过,0
心殇,James Honer,The Ludlows,0
心殇,Hugh Grant,Way Back Into Love,0
心殇,梁静茹,如果有一天,0
心殇,曹轩宾,可惜不是你,0
心殇,奥戸巴寿,いつも何度でも,0
心殇,萧敬腾,疼爱,0
心殇,韦礼安,有没有,0
心殇,范宗沛,杨柳,0
心殇,Pixie Lott,Cry Me Out,0
心殇,杨宗纬,忘了我,0
心殇,陈奕迅,红玫瑰,0
心殇,五月天,彩虹,0
心殇,张惠妹,趁早,0
心殇,熊木杏里,風の記憶,0
心殇,Angela Ammons,Always Getting Over You,0
心殇,张学友,我真的受伤了,0
心殇,梁静茹,为我好,0
心殇,萧敬腾,阿飞的小蝴蝶,0
心殇,萧煌奇,末班车,0
心殇,梁静茹,彩虹,0
心殇,戴佩妮,怎样,0
心殇,Wax,떨어진다 눈물이,0
Simon,品冠,Just When I Needed You Most,5
ADA,Jewel,Stay Here Forever,5
心殇,苏打绿,幸福额度,0
心殇,Keith Urban,Tonight I Wanna Cry ,0
心殇,Maximilian Hecker,Summer Days in Bloom,0
心殇,백지영,총 맞은 것처럼,0
心殇,Joe Hisaishi,The Rain,0
心殇,Shayne Ward,Melt the Snow,0
心殇,Aimee Allen,Save Me,0
心殇,Robbie Williams,Better Man,0
心殇,手嶌葵,The Rose,0
心殇,Michael Bublé,Home,0
心殇,Keith Urban,Tonight I Wanna Cry,0
心殇,Tamas Wells,Valder Fields,0
心殇,Lady Antebellum,Need You Now (Single Version),0
心殇,GALA,Young For You ,0
心殇,苏打绿,小情歌,0
心殇,Ellie Goulding,Lights (Single Version),0
心殇,林俊杰,当你,0
心殇,韦礼安,还是会,0
心殇,黄龄,特别,0
心殇,Ina,fall,0
心殇,Y Lam,"Life, Love, and Faith",0
心殇,棉花糖,再见王子,0
心殇,苏打绿,喜欢寂寞,0
心殇,자전거 탄 풍경,"너에게 난, 나에게 넌",0
心殇,邓福如,如果有如果,0
心殇,Joy Williams,Sunny Day,0
心殇,牛奶@咖啡,明天，你好,0
心殇,Rosie Thomas,You And Me,0
心殇,Chris Medina,What Are Words,0
心殇,James Blunt,Goodbye My Lover,0
心殇,Lainey Lou,Oceanside,0
心殇,Mariah Carey,Without You,0
心殇,萧敬腾,新不了情,0
心殇,Trademark,Only Love,0
心殇,张智成,你爱上的我,0
心殇,Lovestoned,Rising Girl (Radio Version),0
心殇,Leona Lewis,I Got You,0
心殇,梁静茹,没有如果,0
心殇,棉花糖,陪你到世界的终结,0
心殇,方大同,三人游,0
心殇,苏打绿,无眠 (国语版),0
xuce,David Guetta,Shot Me Down (Extended),0
xuce,Lily Allen,Air Balloon,0
xuce,Pitbull,Timber,0
xuce,Sara Bareilles,Brave,0
xuce,Pharrell Williams,Happy,0
xuce,OneRepublic,Counting Stars,0
xuce,陈小春,女人不该让男人太累,0
xuce,Korn,Love & Meth,0
xuce,陈百强,偏偏喜欢你,0
xuce,Ylvis,The Fox (What Does the Fox Say?),0
xuce,Lana Del Rey,Summertime Sadness,0
xuce,Miley Cyrus,Wrecking Ball,0
xuce,Lorde,Royals,0
xuce,Delta Spirit,Running,0
xuce,Baby Bee,Love Bug,0
xuce,Voxhaul Broadcast,You Are The Wilderness,0
xuce,Jamie N Commons,Lead Me Home,0
xuce,Clutch,The Regulator,0
xuce,Clutch,The Regulator (acoustic),0
xuce,Frank Klepacki,Ready the Army,0
xuce,陈小春,抱一抱,0
xuce,陈小春,一定要幸福,0
xuce,陈小春,"神啊,救救我",0
xuce,陈小春,没那种命,0
xuce,陈小春,我爱的人,0
ADA,Jewel,Stay Here Forever,5
ADA,Jewel,Stay Here Forever,5
心殇,AGTM 木吉他俱乐部,天空之城,0
心殇,Babyface,With Him,0
心殇,郭静,总算我们也爱过,0
心殇,James Honer,The Ludlows,0
心殇,Hugh Grant,Way Back Into Love,0
心殇,梁静茹,如果有一天,0
心殇,曹轩宾,可惜不是你,0
心殇,奥戸巴寿,いつも何度でも,0
心殇,萧敬腾,疼爱,0
心殇,韦礼安,有没有,0
心殇,范宗沛,杨柳,0
心殇,Pixie Lott,Cry Me Out,0
心殇,杨宗纬,忘了我,0
心殇,陈奕迅,红玫瑰,0
心殇,五月天,彩虹,0
心殇,张惠妹,趁早,0
心殇,熊木杏里,風の記憶,0
心殇,Angela Ammons,Always Getting Over You,0
心殇,张学友,我真的受伤了,0
心殇,梁静茹,为我好,0
心殇,萧敬腾,阿飞的小蝴蝶,0
心殇,萧煌奇,末班车,0
心殇,梁静茹,彩虹,0
心殇,戴佩妮,怎样,0
心殇,Wax,떨어진다 눈물이,0
canboon,Maroon 5,Just a Feeling,0
canboon,Maroon 5,This Love,0
canboon,Fun.,All Alone,4
canboon,Fun.,Why Am I The One,4
canboon,Maroon 5,Makes Me Wonder,4
elliott,李代沫,如果没有你 ,0
elliott,陈奕迅,好久不见,0
elliott,张悬,宝贝,0
elliott,那英,梦一场,5
elliott,Asher Book , Try,5
elliott,齐秦,夜夜夜夜,5
elliott,齐秦,外面的世界,3
elliott,Coldplay,Every Teardrop Is a Waterfall,3
elliott,The Beatles,Hey Jude,3
elliott,Eagles,Hotel California,3
elliott,张信哲,做你的男人,3
elliott,OneRepublic,Apologize (Timbaland Remix),5
elliott,James Morrison,Man In the Mirror (Acoustic Version),3
elliott,张国荣,我(国语版),3
elliott,李圣杰,远走高飞,3
elliott,Jamie Foxx,Fly Love,3
elliott,Eva Cassidy,Songbird,3
sjhfka,Coldplay,Atlas,0
sjhfka,万能青年旅店,乌云典当记,0
sjhfka,万能青年旅店,乌云典当记(Demo),0
sjhfka,Olly Murs,Thinking of Me,0
sjhfka,五月天,干杯,5
sjhfka,五月天,第二人生,5
sjhfka,Lifehouse,Broken,5
sjhfka,Alan Jackson,Little Bitty,4
sjhfka,Kathryn Williams,Thirteen,5
sjhfka,张震岳,很难,4
sjhfka,旅行团,Lonely Day,4
sjhfka,Egil Olsen,Singer / Songwriter,5
sjhfka,Arcade Fire,Half Light I,4
sjhfka,林一峰,海豚的微笑,4
sjhfka,痞克四,读心术 (园游会版) ,4
sjhfka,Carly Rae Jepsen,Money And The Ego,5
sjhfka,Maroon 5,Just a Feeling,4
sjhfka,Maroon 5,If I Ain't Got You (Live),4
sjhfka,Laura Jansen,The End,4
sjhfka,卢广仲,最寂寞的时候,5
sjhfka,Ben E. King,Stand By Me,4
sjhfka,Lenka,Roll With the Punches,4
sjhfka,Oasis,(Probably) All in the Mind,4
sjhfka,Guns N' Roses,Don't Cry (Original),5
sjhfka,Jason Wade,You Belong To Me,3
Neya,张震岳,抱着你,0
Neya,My Chemical Romance,Teenagers,0
Neya,陈绮贞,流浪者之歌,0
Neya,Lorne Balfe,Fight Club,0
Neya,茅原実里,Last Arden,0
Neya,Oliver Shanti,Nuur elAB,0
Neya,陈洁丽,相思风雨中,0
Neya,佐藤直紀,生生流転 ~新時代へ~,0
Neya,周三,一个歌手的情书 (Live) ,0
Neya,金池,心在跳,0
Neya,Dan Bremnes,Beautiful,0
Neya,Shine Dion,The Well,0
Neya,中孝介,各自远飏,0
Neya,林志颖,爸爸去哪儿,0
Neya,苏打绿,融雪之前,0
Neya,苏打绿,背着你,4
Neya,许巍,旅行,5
Neya,中孝介,各自远扬,5
Neya,霍尊,各自远扬,5
Neya,霍尊,卷珠帘 (Live) ,5
Neya,陶喆,好好说再见,0
Neya,Jon Boden,How Long Will I Love You?,4
Neya,小林未郁,Before my body is dry,5
Neya,GALA,北戴河之歌,0
Neya,李健,抚仙湖,4
sjhfka,Joel Hanson ,Traveling Light,3
sjhfka,Sofia Jannok,Liekkas,3
sjhfka,Weezer,(If You’re Wondering If I Want You To) I Want You To,5
混不吝,谢天笑,与声音跳舞,0
混不吝,谢天笑,循环的太阳,0
混不吝,谢天笑,亲我一口 咬我一口,0
混不吝,飘乐队,唱流行的爱情,0
混不吝,飘乐队,阿P正传,0
混不吝,飘乐队,海蓝色,0
混不吝,飘乐队,永远在一起,0
混不吝,飘乐队,每条伤心的大街,0
混不吝,飘乐队,合肥的石头,0
混不吝,山人乐队,蚂蚱,0
混不吝,马飞,长安县,0
混不吝,张楚,Bpmf,0
混不吝,谢天笑,站在四环望五环,0
混不吝,小柯,你没戏,0
混不吝,天堂,慈悲,0
混不吝,高旗 & 超载,梦缠绕的时候,0
混不吝,边缘,三儿的问题,0
混不吝,天堂,赵家老哥,0
混不吝,轮回,往事的河流,0
混不吝,黄凯芹,情未了,0
混不吝,杨千嬅,只怕不再遇上 (Live),0
混不吝,张国荣,只怕不再遇上,0
混不吝,杨乃文,静止,0
混不吝,杨乃文,小丑的姿态,0
混不吝,杨乃文,我们,0
sjhfka,Coldplay,Atlas,0
sjhfka,万能青年旅店,乌云典当记,0
sjhfka,万能青年旅店,乌云典当记(Demo),0
sjhfka,Olly Murs,Thinking of Me,0
sjhfka,五月天,干杯,5
sjhfka,五月天,第二人生,5
sjhfka,Lifehouse,Broken,5
sjhfka,Alan Jackson,Little Bitty,4
sjhfka,Kathryn Williams,Thirteen,5
sjhfka,张震岳,很难,4
sjhfka,旅行团,Lonely Day,4
sjhfka,Egil Olsen,Singer / Songwriter,5
sjhfka,Arcade Fire,Half Light I,4
sjhfka,林一峰,海豚的微笑,4
sjhfka,痞克四,读心术 (园游会版) ,4
sjhfka,Carly Rae Jepsen,Money And The Ego,5
sjhfka,Maroon 5,Just a Feeling,4
sjhfka,Maroon 5,If I Ain't Got You (Live),4
sjhfka,Laura Jansen,The End,4
sjhfka,卢广仲,最寂寞的时候,5
sjhfka,Ben E. King,Stand By Me,4
sjhfka,Lenka,Roll With the Punches,4
sjhfka,Oasis,(Probably) All in the Mind,4
sjhfka,Guns N' Roses,Don't Cry (Original),5
sjhfka,Jason Wade,You Belong To Me,3
kon1nc,Steve Morse,Rising Power,0
kon1nc,王韵壹,人生若只如初见,0
kon1nc,铃凯,一个人 (新编版Live),0
kon1nc,Cannonball Adderley,Autumn Leaves,0
kon1nc,嘎调,Sea Birds,0
kon1nc,莫文蔚,单人房双人床,0
kon1nc,莫文蔚,爱,0
kon1nc,卢广仲,我爱你,0
kon1nc,陶喆,黑色柳丁,0
kon1nc,惘闻,悬在时间轴上 ,0
kon1nc,Rosie Thomas,Say Hello,0
kon1nc,小野リサ,La Vie En Rose ,0
kon1nc,连诗雅,灰伯爵的忌廉遐想,0
kon1nc,Eagles,Desperado,0
kon1nc,Muse,Unintended,0
